3000 59607
4 736 93890
4 795 1660
4 921 88740
4 1047 11510
4 1139 33370
4 1154 38910
4 1173 94240
4 1305 64360
4 1368 90280
4 1389 70530
4 1430 59690
4 1549 2020
4 1627 2850
4 1679 44840
4 1686 15390
4 1825 73260
4 1899 83590
4 2156 9960
4 2198 40480
4 2508 38940
4 2587 13580
4 2595 62100
4 2659 24960
4 2684 52700
4 2876 50300
4 2912 97280
4 2919 21510
5 6 66590
5 14 7990
5 57 55500
5 97 86510
5 157 87660
5 182 55840
5 246 7720
5 273 44360
5 434 93250
5 473 56520
5 560 89490
5 612 9270
5 658 10910
5 784 71950
5 790 64580
5 814 12800
5 959 15480
5 1031 79630
5 1032 10010
5 1199 93900
5 1209 29150
5 1218 2770
5 1527 53980
5 1584 53470
5 1671 41820
5 1736 2580
5 1773 20210
5 1917 61060
5 1990 53220
5 2032 49370
5 2068 68630
5 2237 89670
5 2248 16690
5 2250 3540
5 2412 96720
5 2468 66520
5 2482 48660
5 2527 49300
5 2601 4170
5 2618 2320
5 2696 57570
5 2778 47540
5 2784 85690
5 2941 22480
5 2953 15840
6 7 64560
6 147 84650
6 161 69530
6 192 99180
6 331 72890
6 698 14270
6 752 78450
6 795 17470
6 801 87210
6 832 72690
6 874 49090
6 968 62980
6 981 83950
6 984 88020
6 991 3340
6 1253 78440
6 1333 31900
6 1398 66050
6 1555 60730
6 1592 18100
6 1619 58210
6 1623 14700
6 1650 15730
6 1692 1880
6 1790 3760
6 1816 63990
6 2213 46400
6 2241 60600
6 2242 30750
6 2271 7410
6 2492 16600
6 2566 37230
6 2739 10940
6 2804 98460
6 2953 72340
7 8 83210
7 87 24610
7 95 64840
7 162 83410
7 369 82850
7 575 99530
7 619 15200
7 737 4120
7 870 11520
7 1051 26960
7 1104 12270
7 1142 33470
7 1288 2790
7 1484 74290
7 1491 61680
7 1553 55040
7 1609 57350
7 1635 9610
7 1814 93730
7 1825 81140
7 1935 98710
7 1969 42620
7 2095 72620
7 2107 20430
7 2157 15180
7 2196 26580
7 2207 79600
7 2248 84710
7 2256 32780
7 2435 65100
7 2476 25280
7 2499 38560
7 2574 26930
7 2714 8570
7 2788 77720
7 2811 26880
8 9 75510
8 41 93190
8 128 62670
8 135 23330
8 218 82620
8 231 20260
8 355 79730
8 414 36410
8 448 14960
8 523 60480
8 646 96960
8 683 33110
8 687 1870
8 745 47800
8 761 74050
8 787 40620
8 988 91790
8 1007 48920
8 1055 86010
8 1216 5740
8 1253 7720
8 1312 37220
8 1350 85940
8 1354 15810
8 1358 49800
8 1382 7690
8 1423 38240
8 1547 81950
8 1578 62160
8 1607 6860
8 1749 86070
8 1794 84190
8 1856 97950
8 1967 18790
8 1982 6010
8 1986 77480
8 2079 38320
8 2095 20970
8 2176 68420
8 2183 69160
8 2205 19530
8 2221 86460
8 2350 89370
8 2470 70030
8 2499 13010
8 2605 99620
8 2771 52010
8 2917 1800
8 2961 47950
8 2987 25720
9 10 21520
9 183 56230
9 201 2690
9 224 82770
9 504 14290
9 507 13100
9 509 47590
9 722 78620
9 753 40650
9 858 57820
9 870 58370
9 1086 32650
9 1089 80790
9 1111 31360
9 1203 55610
9 1241 57590
9 1252 72060
9 1538 58860
9 1650 63460
9 1709 67480
9 1737 70860
9 1742 15450
9 1774 69830
9 1787 59780
9 1846 89290
9 1849 24730
9 1887 12910
9 1929 42920
9 1957 72440
9 2055 15380
9 2117 51720
9 2119 10060
9 2185 62800
9 2243 42050
9 2375 43300
9 2406 25200
9 2427 72870
9 2464 37170
9 2571 23210
9 2575 96200
9 2599 11660
9 2612 85650
9 2620 85640
9 2714 24880
9 2783 330
9 2864 3190
9 2997 22430
10 11 48010
10 12 44960
10 44 54940
10 134 98080
10 144 12070
10 157 2180
10 180 3690
10 313 86990
10 452 91990
10 534 10090
10 605 64330
10 659 20320
10 669 80220
10 895 50920
10 962 90120
10 1344 36780
10 1383 66180
10 1778 65020
10 1851 17140
10 1875 64170
10 1909 51070
10 1931 35140
10 1932 5160
10 2054 93440
10 2134 80210
10 2541 30710
10 2629 52530
10 2667 33270
10 2878 63360
10 2938 25200
11 12 41800
11 136 96930
11 284 29170
11 309 6770
11 400 47370
11 557 38300
11 623 24520
11 705 11650
11 768 7140
11 874 92000
11 900 50310
11 910 79310
11 949 82880
11 1143 150
11 1158 10210
11 1193 20310
11 1211 97620
11 1312 35630
11 1405 81950
11 1407 90830
11 1512 80310
11 1514 37940
11 1634 22490
11 1697 34160
11 1831 14910
11 1850 83140
11 1910 69810
11 2066 18570
11 2081 2580
11 2159 13240
11 2168 8630
11 2190 38750
11 2226 26060
11 2257 30700
11 2277 19790
11 2292 67210
11 2298 51390
11 2338 16580
11 2419 74010
11 2432 12190
11 2636 15250
12 13 72810
12 46 51800
12 110 42470
12 254 6700
12 266 69870
12 377 95260
12 416 99480
12 483 20360
12 488 15900
12 508 30980
12 510 15730
12 512 26000
12 515 10090
12 739 7930
12 786 13280
12 811 99950
12 918 39090
12 959 12320
12 1072 73440
12 1085 31750
12 1086 21450
12 1126 8990
12 1134 47420
12 1153 55890
12 1155 11560
12 1238 38020
12 1287 11560
12 1745 40470
12 1759 3840
12 1799 58490
12 1815 93250
12 2066 32450
12 2072 99650
12 2114 49490
12 2124 30760
12 2131 82910
12 2193 2370
12 2227 3520
12 2327 90410
12 2509 50190
12 2544 59380
12 2701 93060
12 2858 16560
12 2904 73790
13 14 63660
13 121 54750
13 206 95770
13 270 40060
13 408 36040
13 445 9040
13 501 15310
13 672 11110
13 684 1350
13 710 43360
13 948 4180
13 951 6040
13 1038 44240
13 1344 77840
13 1397 61190
13 1407 53740
13 1446 19530
13 1449 82950
13 1744 50590
13 1902 78450
13 1908 9650
13 1972 26160
13 2041 11170
13 2201 31230
13 2341 88310
13 2348 3860
13 2452 8040
13 2629 89290
13 2715 47690
13 2825 33620
13 2892 90450
13 2915 46370
13 2974 48040
13 2993 24550
14 15 6290
14 88 9120
14 152 94490
14 179 17410
14 211 34260
14 236 7630
14 519 33540
14 536 46310
14 565 75980
14 853 5290
14 960 19360
14 1362 57270
14 1373 66420
14 1423 12790
14 1433 93220
14 1467 22380
14 1515 16370
14 1558 44940
14 1565 5880
14 1806 31620
14 1813 57290
14 1839 6380
14 1858 31440
14 1977 79360
14 2104 97520
14 2140 78950
14 2141 5140
14 2231 88530
14 2339 81910
14 2416 70970
14 2458 46700
14 2459 59610
14 2496 32790
14 2800 6670
14 2840 830
14 2869 50750
14 2963 21350
15 16 94410
15 99 21510
15 128 2510
15 245 3070
15 318 70
15 341 39050
15 365 93830
15 371 33860
15 397 97230
15 459 92470
15 477 5520
15 502 84580
15 508 77180
15 539 97650
15 548 16370
15 697 67320
15 988 76200
15 1145 58760
15 1165 6490
15 1271 68630
15 1298 49750
15 1403 83620
15 1491 9830
15 1497 40970
15 1733 10170
15 1762 15280
15 1769 10570
15 1792 7150
15 1804 73320
15 1820 18720
15 1861 65210
15 1862 52860
15 1921 59970
15 2047 43920
15 2161 56800
15 2174 35120
15 2182 9760
15 2245 68900
15 2266 3390
15 2299 26240
15 2456 27000
15 2466 46870
15 2497 79430
15 2586 80550
15 2821 35690
15 2906 26220
15 2917 17730
16 17 11200
16 167 76180
16 287 75850
16 290 38820
16 295 88750
16 552 420
16 688 25090
16 749 13080
16 757 66200
16 787 68550
16 921 14400
16 932 10370
16 1011 21480
16 1047 77610
16 1060 23630
16 1211 18450
16 1224 44450
16 1368 26590
16 1496 97300
16 1616 87880
16 1679 4900
16 1688 11900
16 1716 81000
16 1809 89110
16 1863 33380
16 1882 97810
16 1950 83030
16 1978 62780
16 1980 82820
16 1981 39470
16 2052 55790
16 2053 69140
16 2116 92340
16 2148 55150
16 2389 77100
16 2438 82580
16 2671 16710
16 2686 50920
16 2711 84870
16 2808 13700
16 2998 83580
17 18 93120
17 88 6970
17 179 18150
17 282 22610
17 294 71270
17 318 26450
17 517 92410
17 698 93700
17 726 31530
17 730 2840
17 766 58040
17 904 27710
17 977 12970
17 1111 75970
17 1207 90940
17 1239 7720
17 1291 21080
17 1360 6320
17 1434 14530
17 1524 89940
17 1587 9130
17 1694 49240
17 1701 44220
17 1721 95730
17 1807 34600
17 1857 55640
17 1882 56020
17 1926 72340
17 1929 26940
17 1998 3760
17 2143 32610
17 2268 26480
17 2312 31910
17 2357 49250
17 2498 15730
17 2613 49730
17 2634 47660
17 2717 54960
17 2781 10810
17 2851 72810
17 2913 14040
17 2914 69550
17 2972 10500
18 19 7710
18 67 2660
18 103 83720
18 174 12160
18 175 1260
18 199 26170
18 219 88740
18 256 17790
18 272 77140
18 346 32270
18 352 12940
18 543 84070
18 596 82830
18 609 21610
18 643 93150
18 684 93830
18 699 40560
18 767 73920
18 795 40120
18 880 96460
18 881 27230
18 980 29180
18 1124 11580
18 1628 41820
18 1684 80370
18 1713 53030
18 1761 16400
18 1819 18880
18 1895 97340
18 1905 37320
18 1944 68050
18 2026 85000
18 2068 67620
18 2072 53720
18 2130 61100
18 2138 38120
18 2176 47070
18 2208 13060
18 2242 2800
18 2252 17140
18 2381 56630
18 2456 35880
18 2556 78000
18 2642 21580
18 2754 20270
18 2823 6970
19 20 29460
19 55 82490
19 83 91900
19 122 93750
19 166 25090
19 167 59810
19 217 34220
19 220 55130
19 299 45620
19 345 84670
19 432 52230
19 532 90840
19 586 51850
19 669 45770
19 694 99150
19 863 81280
19 931 8830
19 1139 80260
19 1203 17960
19 1296 49140
19 1492 37480
19 1834 68170
19 1868 64750
19 1936 89350
19 2030 68930
19 2060 32130
19 2157 24850
19 2341 46450
19 2429 30020
19 2555 85370
19 2630 69760
19 2703 40270
19 2716 67290
19 2774 50560
19 2777 55160
19 2778 59880
19 2862 98440
19 2990 470
20 21 19220
20 174 95970
20 343 18110
20 437 53160
20 452 1370
20 536 58290
20 730 36810
20 793 64540
20 993 73370
20 1110 15280
20 1146 28240
20 1247 97690
20 1259 82430
20 1262 64690
20 1263 91170
20 1273 30000
20 1302 68940
20 1498 960
20 1507 32630
20 1520 6450
20 1717 32890
20 2003 74970
20 2017 32260
20 2101 29520
20 2120 81490
20 2142 69370
20 2236 25140
20 2477 42650
20 2504 34690
20 2520 70320
20 2524 43290
20 2564 99890
20 2699 12420
20 2874 20260
20 2991 8780
21 22 94480
21 70 81860
21 77 17250
21 85 83030
21 190 53900
21 266 49410
21 437 34920
21 454 83140
21 535 24150
21 768 56270
21 771 44880
21 809 49390
21 918 7120
21 949 23980
21 973 54930
21 1048 24890
21 1104 20530
21 1133 58310
21 1220 41230
21 1349 48890
21 1472 55230
21 1499 17980
21 1520 79770
21 1566 29170
21 1789 54140
21 1805 77270
21 1908 39090
21 1923 25970
21 2005 87920
21 2057 35490
21 2149 6020
21 2192 62910
21 2314 26970
21 2341 53180
21 2342 55900
21 2346 37360
21 2603 72690
21 2697 55490
21 2882 64480
22 23 94120
22 188 51430
22 452 94160
22 475 92200
22 775 20360
22 867 91580
22 919 22950
22 968 75450
22 1188 90320
22 1256 32270
22 1272 29140
22 1302 11550
22 1352 42520
22 1564 85790
22 1655 76180
22 1679 28430
22 1735 12630
22 1792 87950
22 1808 48270
22 1822 74570
22 2293 42320
22 2330 39840
22 2354 17500
22 2374 9920
22 2543 54730
22 2587 55440
22 2653 96960
22 2704 71100
22 2711 2820
22 2742 80020
22 2778 12220
22 2838 12940
22 2902 83570
22 2925 75260
23 24 12030
23 79 79410
23 186 85970
23 342 16770
23 562 35020
23 600 83450
23 615 62100
23 658 68250
23 696 97870
23 715 27870
23 726 5640
23 754 42340
23 863 83920
23 930 98420
23 948 51640
23 983 49700
23 1110 71550
23 1278 30690
23 1334 81530
23 1544 93410
23 1618 69050
23 1654 71530
23 1683 38980
23 1717 35560
23 1763 90510
23 1829 11080
23 1841 66190
23 2011 1570
23 2123 48690
23 2229 70870
23 2252 44830
23 2553 1000
23 2581 55700
23 2757 28730
23 2782 86590
23 2804 11920
23 2828 69820
23 2873 20060
23 2911 19970
23 2917 20860
24 25 17810
24 134 52920
24 252 20870
24 368 34390
24 389 28300
24 599 69510
24 820 11220
24 884 30220
24 967 84650
24 1021 16850
24 1042 83770
24 1464 85080
24 1494 10660
24 1542 80650
24 1680 28700
24 1696 67560
24 1708 10530
24 1906 24010
24 2282 23410
24 2285 44510
24 2346 47040
24 2453 33440
24 2460 1710
24 2498 69060
24 2499 51110
24 2634 73000
24 2648 10450
24 2690 13890
24 2739 84230
24 2750 70450
24 2758 76000
24 2821 45330
25 26 19270
25 99 50120
25 169 11450
25 277 36930
25 313 88290
25 446 43420
25 487 43230
25 641 28900
25 659 68700
25 712 52940
25 868 29980
25 888 67610
25 924 95570
25 1000 50330
25 1122 20030
25 1128 2630
25 1319 72890
25 1324 93720
25 1345 6100
25 1366 65940
25 1430 86710
25 1458 53620
25 1467 60520
25 1602 34670
25 1936 32320
25 1972 2880
25 2155 4880
25 2167 97790
25 2192 94190
25 2221 6910
25 2366 62010
25 2404 22710
25 2473 74550
25 2504 21260
25 2520 22950
25 2590 44450
25 2870 54020
25 2898 14860
25 2905 18910
25 2965 4670
26 27 79600
26 37 58790
26 138 84040
26 266 23650
26 332 92880
26 641 29960
26 661 86800
26 777 42710
26 810 72190
26 878 68310
26 951 7000
26 1066 11890
26 1067 14530
26 1098 68830
26 1178 24730
26 1190 9810
26 1199 61790
26 1319 88650
26 1348 91490
26 1378 88430
26 1382 18270
26 1386 72240
26 1487 4610
26 1555 5750
26 1641 38980
26 1645 31720
26 1679 78280
26 1715 34050
26 1810 44500
26 1826 14230
26 1902 56310
26 1987 26460
26 2005 29210
26 2055 13010
26 2146 62550
26 2164 2250
26 2175 16250
26 2289 9380
26 2383 56350
26 2424 19660
26 2470 80660
26 2496 26490
26 2571 83030
26 2626 8130
26 2637 36400
26 2740 75090
26 2800 75520
26 2833 41160
26 2859 98860
26 2939 38110
27 28 39580
27 42 55770
27 220 44180
27 267 77160
27 289 87350
27 321 12200
27 371 13350
27 389 13370
27 395 14900
27 432 98460
27 512 55290
27 702 58570
27 831 80270
27 1012 7530
27 1018 15570
27 1072 90020
27 1310 36450
27 1401 73410
27 1669 29110
27 1706 37760
27 1708 4160
27 1719 17100
27 1830 77890
27 1846 8400
27 1857 96550
27 2001 12680
27 2174 27870
27 2276 21330
27 2283 42090
27 2297 79700
27 2445 43530
27 2454 38940
27 2469 61830
27 2482 34070
27 2492 42660
27 2520 10300
27 2645 84850
27 2700 11530
27 2800 76190
27 2966 61180
27 2997 26810
28 29 43680
28 74 14530
28 108 91530
28 119 42520
28 132 4540
28 153 55850
28 321 62550
28 471 83260
28 472 71850
28 497 36650
28 502 80290
28 532 24800
28 753 54730
28 869 44450
28 895 65580
28 897 55290
28 938 60310
28 1120 82140
28 1136 13480
28 1162 20570
28 1291 45910
28 1414 5160
28 1597 65030
28 1600 22300
28 1703 60440
28 1780 49120
28 1934 75400
28 1997 51520
28 2035 33710
28 2047 24450
28 2078 17540
28 2309 87970
28 2324 75140
28 2327 4200
28 2342 64940
28 2370 12870
28 2400 50510
28 2474 75790
28 2492 41080
28 2535 46410
28 2598 49600
28 2926 44840
29 30 93310
29 32 51250
29 68 37040
29 98 27040
29 141 47490
29 189 57590
29 287 75220
29 324 96110
29 631 85570
29 653 81460
29 748 4550
29 752 50410
29 970 67190
29 1085 23950
29 1127 62950
29 1140 26040
29 1308 99030
29 1314 25300
29 1337 26900
29 1469 46840
29 1481 90050
29 1512 32270
29 1615 97170
29 1643 81110
29 1664 65150
29 1696 72490
29 1723 90780
29 1904 41300
29 1909 51200
29 1915 10670
29 1969 69470
29 1993 67020
29 2038 16610
29 2082 51580
29 2090 93880
29 2175 24000
29 2177 94810
29 2183 27220
29 2245 15620
29 2272 65070
29 2278 38780
29 2282 34230
29 2292 51140
29 2320 18220
29 2373 39970
29 2542 76620
29 2750 97490
29 2913 57350
30 31 22020
30 123 91080
30 165 31240
30 286 31110
30 373 75880
30 384 31920
30 407 46120
30 408 63450
30 494 95190
30 602 92770
30 670 93660
30 731 94110
30 829 55350
30 913 6860
30 923 6940
30 929 20080
30 943 10450
30 1183 9280
30 1190 83110
30 1215 68400
30 1242 5610
30 1283 47680
30 1299 58910
30 1304 29210
30 1420 19930
30 1433 79210
30 1532 68660
30 1611 5010
30 1676 81000
30 1707 16400
30 1719 76400
30 1738 18340
30 1845 3840
30 1873 51200
30 2005 93460
30 2057 79180
30 2094 94730
30 2109 14500
30 2111 47440
30 2129 38830
30 2364 41640
30 2495 36320
30 2583 86480
30 2666 55600
30 2673 55480
30 2691 28740
30 2726 10300
30 2764 87870
30 2818 57890
30 2850 26780
30 2891 72160
31 32 95060
31 66 98340
31 188 80970
31 232 4870
31 312 8400
31 363 76450
31 380 35170
31 405 97790
31 444 47340
31 456 28000
31 471 93960
31 597 39350
31 643 85750
31 796 1700
31 974 48330
31 1010 81290
31 1120 69800
31 1346 79420
31 1488 4960
31 1644 1710
31 1717 50120
31 1871 87940
31 1911 40470
31 2023 64430
31 2053 20910
31 2080 76690
31 2102 8000
31 2237 45380
31 2426 81080
31 2468 92320
31 2471 15040
31 2583 45040
31 2679 52850
31 2746 16340
31 2769 65510
32 33 64650
32 47 81230
32 72 31760
32 95 92460
32 231 63090
32 358 62040
32 512 19110
32 553 12690
32 577 26400
32 823 3180
32 871 85320
32 872 72920
32 887 50980
32 978 22030
32 1036 83440
32 1068 10880
32 1072 99590
32 1097 6730
32 1304 11580
32 1401 39230
32 1442 31550
32 1520 82590
32 1605 31780
32 1616 2660
32 1761 25500
32 1978 96170
32 1989 74920
32 1991 64520
32 1994 47710
32 2024 20180
32 2083 21510
32 2267 20960
32 2286 95290
32 2338 16250
32 2415 54380
32 2473 81070
32 2593 67500
32 2605 24360
32 2641 65890
32 2697 7060
32 2739 6870
32 2949 23910
33 34 21370
33 81 8320
33 117 22240
33 149 83080
33 160 93670
33 166 86260
33 178 5030
33 196 92330
33 244 83570
33 370 77060
33 528 9440
33 546 4360
33 574 71610
33 608 13620
33 664 81990
33 746 60240
33 792 47010
33 836 72190
33 944 74090
33 995 13590
33 1079 83830
33 1098 22190
33 1159 58060
33 1171 40540
33 1246 52250
33 1435 41630
33 1659 79260
33 1672 66350
33 1694 24300
33 1728 60130
33 1786 75900
33 1810 77570
33 1868 80650
33 1874 50810
33 1988 21790
33 2109 82480
33 2175 47910
33 2181 27220
33 2206 36970
33 2494 26900
33 2580 82760
33 2698 92790
33 2899 92550
34 35 83600
34 137 66330
34 221 11000
34 406 95670
34 481 2930
34 522 90880
34 557 76530
34 631 1200
34 667 71380
34 733 39640
34 739 18210
34 745 31970
34 746 26100
34 755 40520
34 937 19580
34 1108 1820
34 1136 23270
34 1218 98320
34 1506 43990
34 1632 50030
34 1720 66510
34 1777 84550
34 1863 68940
34 1865 98540
34 2072 6100
34 2075 12600
34 2230 53700
34 2316 30970
34 2373 20080
34 2578 18130
34 2582 38910
34 2607 43800
34 2713 15430
34 2792 71160
34 2902 18050
34 2944 79160
35 36 21940
35 156 37230
35 234 63820
35 239 99070
35 319 6060
35 427 36590
35 445 24220
35 533 20490
35 687 71660
35 802 900
35 868 38520
35 1089 24940
35 1145 53170
35 1259 64520
35 1373 29730
35 1382 30120
35 1493 67960
35 1532 70660
35 1581 98430
35 1608 58840
35 1612 62510
35 1635 56260
35 1740 91160
35 1766 8630
35 1781 30830
35 1863 41520
35 1991 97540
35 1994 81400
35 2076 62240
35 2119 26150
35 2220 37350
35 2227 30
35 2351 79870
35 2355 37760
35 2422 88790
35 2441 57960
35 2481 57340
35 2764 58810
35 2837 63800
35 2902 27330
35 2964 87050
35 2968 83300
36 37 82080
36 120 81400
36 333 5100
36 343 23870
36 393 96660
36 471 16770
36 548 71570
36 585 64160
36 606 32850
36 791 10600
36 870 24970
36 931 13860
36 1230 16110
36 1334 36850
36 1421 65990
36 1438 73350
36 1444 92550
36 1499 34970
36 1570 57830
36 1581 58580
36 1783 94720
36 1999 65030
36 2012 69700
36 2085 97750
36 2175 56200
36 2219 730
36 2220 14070
36 2262 55520
36 2263 22040
36 2332 53450
36 2369 40780
36 2505 89950
36 2527 64280
36 2538 85070
36 2869 43630
36 2896 77770
36 2925 90250
36 2962 4570
37 38 48700
37 116 23490
37 519 11380
37 673 17280
37 705 57620
37 742 23930
37 818 21480
37 881 56250
37 905 10560
37 1054 19150
37 1170 77910
37 1235 35370
37 1256 15830
37 1274 64600
37 1557 89530
37 1572 99820
37 1575 45410
37 1657 490
37 1746 4040
37 1814 53700
37 1819 88600
37 2199 85080
37 2241 74060
37 2323 79630
37 2423 49400
37 2546 88090
37 2573 60240
37 2779 80560
37 2905 26320
37 2919 62650
37 2945 63240
38 39 60680
38 47 43600
38 200 49690
38 241 59700
38 243 15190
38 447 65660
38 449 74400
38 475 58220
38 577 75690
38 621 87400
38 626 39230
38 628 37130
38 632 3280
38 658 3750
38 711 22000
38 788 67990
38 958 56010
38 972 53300
38 978 19690
38 1006 58740
38 1026 2340
38 1144 38470
38 1273 6620
38 1294 65950
38 1329 88920
38 1426 28590
38 1440 37430
38 1497 47210
38 1559 16900
38 1577 89740
38 1660 24770
38 1706 40800
38 2015 21010
38 2025 41780
38 2042 23730
38 2157 94270
38 2337 15330
38 2358 68860
38 2431 11450
38 2499 20240
38 2501 93020
38 2641 62980
38 2683 70830
38 2723 95130
38 2765 17660
38 2808 10640
38 2832 4370
38 2840 62270
38 2977 20290
38 2989 22760
39 40 94510
39 93 42670
39 120 83640
39 152 13300
39 176 25710
39 184 9390
39 397 90310
39 407 31550
39 417 13490
39 467 62820
39 473 84990
39 533 83910
39 581 85480
39 661 72130
39 688 92600
39 799 55700
39 816 690
39 868 87920
39 917 18460
39 1048 83630
39 1136 14290
39 1198 9780
39 1249 21320
39 1426 98430
39 1458 67720
39 1765 32720
39 1810 17860
39 1849 63890
39 1889 24720
39 2055 6960
39 2137 34200
39 2142 87310
39 2160 68910
39 2215 70140
39 2230 85540
39 2248 69460
39 2282 72900
39 2385 98030
39 2450 27410
39 2586 10530
39 2662 31610
39 2951 23290
39 2987 50520
39 2992 65640
40 41 42390
40 146 10210
40 164 74570
40 199 37420
40 318 92460
40 322 48590
40 355 79620
40 478 16030
40 645 85020
40 668 54890
40 823 98480
40 881 54770
40 895 79450
40 898 8440
40 1037 79540
40 1088 95310
40 1168 26470
40 1334 10460
40 1361 79200
40 1371 56680
40 1493 68950
40 1551 25070
40 1625 55340
40 1660 97500
40 1924 2530
40 1974 92490
40 2259 88460
40 2289 40400
40 2328 33800
40 2352 32360
40 2424 460
40 2434 52660
40 2458 32180
40 2595 55260
40 2676 62690
40 2799 15280
40 2936 14380
40 2992 31620
41 42 85570
41 75 10110
41 246 65840
41 270 85900
41 397 8490
41 489 73400
41 533 90540
41 560 9370
41 594 82550
41 630 41650
41 730 25580
41 773 69380
41 785 23680
41 788 5820
41 799 870
41 922 1950
41 1046 23290
41 1204 78260
41 1221 43070
41 1349 99220
41 1400 33760
41 1537 62200
41 1605 57420
41 1910 89710
41 1980 21380
41 2006 390
41 2062 90630
41 2100 96480
41 2281 42340
41 2303 39900
41 2305 970
41 2389 7310
41 2417 48370
41 2435 96950
41 2571 37280
41 2653 9530
41 2668 61460
41 2698 51760
41 2763 69160
41 2822 65620
41 2861 42000
41 2945 5590
42 43 69510
42 181 86410
42 195 2780
42 410 85860
42 476 21540
42 555 49880
42 559 5270
42 562 84540
42 584 27510
42 721 90040
42 790 88230
42 841 51000
42 906 92820
42 915 14790
42 919 56520
42 945 25060
42 1039 86470
42 1049 21820
42 1058 21670
42 1153 41990
42 1190 99390
42 1196 78000
42 1271 66420
42 1312 73570
42 1313 29950
42 1319 94200
42 1521 79150
42 1798 81100
42 1974 55310
42 2031 86840
42 2260 32170
42 2286 97800
42 2290 64290
42 2306 83670
42 2348 1330
42 2373 44630
42 2430 68270
42 2539 92340
42 2563 28900
42 2677 31690
42 2885 7750
42 2923 25170
42 2956 4800
42 2957 24260
43 44 74410
43 100 97970
43 114 14460
43 259 64140
43 339 38610
43 357 14610
43 371 63040
43 393 67070
43 634 84080
43 674 67640
43 710 5160
43 746 57240
43 853 76820
43 863 22620
43 910 24570
43 1077 49510
43 1110 96930
43 1232 93430
43 1251 31180
43 1605 64040
43 1642 19270
43 1646 67330
43 1653 53000
43 1752 15340
43 1810 20410
43 1926 25180
43 1931 73480
43 2072 19750
43 2211 6710
43 2415 91000
43 2609 24990
43 2627 17430
43 2655 64010
43 2676 20310
44 45 7230
44 170 44380
44 228 67680
44 240 78510
44 243 42510
44 245 74600
44 383 44120
44 599 80270
44 623 42250
44 742 48670
44 978 73460
44 1004 96310
44 1045 23100
44 1069 72370
44 1168 52500
44 1213 25770
44 1220 38200
44 1238 32560
44 1318 99290
44 1454 59190
44 1482 4650
44 1539 94040
44 1590 42520
44 1683 20260
44 1885 41990
44 1992 47260
44 2091 47970
44 2213 30340
44 2300 71150
44 2307 92690
44 2309 64540
44 2331 21850
44 2547 37400
44 2549 15070
44 2582 30430
44 2633 77870
44 2737 87720
44 2786 48330
44 2837 35390
44 2881 5120
45 46 60560
45 126 86520
45 142 85260
45 149 74030
45 271 55630
45 438 41700
45 492 38820
45 499 27110
45 537 97850
45 540 56760
45 550 71310
45 566 82090
45 571 33950
45 614 43330
45 663 66170
45 777 70340
45 825 6880
45 903 26180
45 914 57030
45 1065 6110
45 1413 64100
45 1421 87800
45 1734 46020
45 1787 36220
45 1806 18270
