9000 99875
40 1884 7560
40 2341 11230
40 2434 42200
40 2545 18080
40 3213 95040
40 4016 77850
40 4278 38040
40 4949 5620
40 5537 84460
40 5538 65910
40 5553 21480
40 5604 75370
40 6072 79670
40 6161 12860
40 6693 49340
40 7048 11910
40 8400 60880
40 8663 89640
41 42 76670
41 552 76140
41 768 34700
41 1187 95960
41 1475 25450
41 1572 73720
41 2784 77180
41 2885 58480
41 3124 56360
41 3945 19740
41 4162 48000
41 4474 90550
41 5041 58510
41 5521 20430
41 5630 99070
41 6508 90910
41 6614 39680
41 7392 28460
41 8526 99960
42 43 59660
42 957 33630
42 1636 15230
42 1701 73260
42 1959 70820
42 2111 27120
42 2390 12420
42 3932 57940
42 4189 56110
42 4225 85450
42 4395 6460
42 4432 55480
42 4950 25570
42 5526 26170
42 5751 2790
42 6114 90850
42 7672 57610
42 7673 7790
42 8229 69820
43 44 28990
43 302 63980
43 587 21070
43 924 1050
43 949 15100
43 1321 80470
43 1412 70100
43 2191 6950
43 2544 62400
43 3363 1220
43 3399 18860
43 3753 50920
43 4733 60360
43 4908 26310
43 5163 51720
43 5416 25190
43 5927 76540
43 6534 57880
43 6688 4940
43 7034 73910
43 7394 19690
43 7636 41720
43 7660 96570
43 7725 96570
43 8408 62080
43 8700 45000
43 8720 97690
44 45 57820
44 1463 65940
44 1591 57450
44 1840 20530
44 2482 77070
44 2849 51800
44 3790 67030
44 4092 44070
44 4567 14600
44 5011 64370
44 5587 80240
44 5624 22190
44 5865 26080
44 6747 65310
44 7056 52300
44 7064 800
44 7371 83480
44 7985 15970
45 46 65580
45 734 98890
45 922 670
45 1347 26790
45 1421 34700
45 1587 17360
45 1921 10660
45 2107 46590
45 2618 5380
45 2624 47720
45 3544 8320
45 3600 7220
45 3965 10930
45 4172 57260
45 4520 62770
45 4761 21020
45 5328 23500
45 5413 19970
45 5548 49430
45 5700 92260
45 5851 15060
45 6224 66710
45 6578 930
45 6678 93320
45 6796 69850
45 7410 40120
46 47 9510
46 310 33500
46 519 24850
46 681 19320
46 1447 6620
46 1752 61940
46 2440 18810
46 3793 17000
46 4087 11180
46 4142 34170
46 4883 410
46 5036 41230
46 5096 86320
46 5112 87230
46 5122 21790
46 5272 14860
46 5458 31500
46 5464 15000
46 5640 36880
46 6658 75460
46 7045 29020
46 7551 68260
46 8565 40360
46 8781 26520
47 48 41370
47 374 9080
47 1248 22630
47 1280 69180
47 1445 45960
47 1458 35600
47 1653 69170
47 2023 91040
47 3129 94780
47 3322 43830
47 3402 58700
47 3786 13520
47 3884 57880
47 3928 94640
47 3955 82500
47 3956 13010
47 4058 43690
47 4363 50410
47 4628 23710
47 4885 35750
47 5809 34190
47 6458 2090
47 7124 67660
47 7215 18840
47 7241 91990
47 7517 23250
47 7607 81730
47 8101 15170
47 8351 66840
48 49 77480
48 1346 96850
48 1665 63610
48 1698 28850
48 1879 32890
48 1969 51240
48 2045 21160
48 2289 48790
48 3165 56920
48 3363 90520
48 3585 75080
48 4230 34480
48 4904 83030
48 5461 36270
48 5491 76270
48 5754 69140
48 5932 6320
48 6028 86270
48 6134 18820
48 6320 69300
48 6680 68910
48 6699 59600
48 7330 97410
48 7799 33280
48 8982 86300
49 50 93250
49 613 20180
49 796 48900
49 843 19340
49 907 32850
49 1066 99770
49 1203 69160
49 3422 10620
49 3426 49170
49 3473 28200
49 4114 12570
49 4219 24750
49 5238 29050
49 5360 51100
49 5905 76630
49 6602 1430
49 7132 75170
49 7552 29830
49 7711 36810
49 7743 42590
49 8317 66960
49 9000 17430
50 51 75720
50 201 54690
50 619 31190
50 818 63080
50 1049 18970
50 1285 52280
50 1595 2740
50 1819 12760
50 2388 59740
50 2823 70040
50 3286 88610
50 3938 42840
50 4095 58280
50 4154 43860
50 4500 55290
50 4503 44020
50 4844 10800
50 4859 82500
50 4913 89680
50 5312 49130
50 6441 59920
50 6559 11730
50 8681 85530
51 52 39440
51 349 31920
51 406 24530
51 2090 95730
51 2448 84940
51 2473 76200
51 2771 28650
51 2854 2510
51 3136 2680
51 3161 45840
51 3168 29340
51 3826 25400
51 4739 89900
51 5345 82340
51 6009 90500
51 6080 23200
51 7509 57980
51 8658 13320
52 53 78060
52 173 1220
52 634 45020
52 1026 74820
52 1059 85340
52 1605 6890
52 1745 98160
52 1809 46520
52 1916 54200
52 1968 97520
52 2331 45910
52 3590 93350
52 4247 38490
52 4584 87320
52 5017 2270
52 5150 86490
52 5269 18650
52 5280 47480
52 5525 53380
52 5655 68310
52 5742 81640
52 6426 6650
52 7471 270
52 7865 280
52 8321 6150
52 8731 9410
53 54 25220
53 206 15710
53 1278 64680
53 1448 97600
53 1709 41030
53 2218 25590
53 3209 35160
53 3300 44410
53 3481 19500
53 3489 1600
53 4224 61780
53 4368 20220
53 4623 57280
53 4947 39860
53 5493 97530
53 5780 24810
53 6103 62940
53 6373 16580
53 6423 46290
53 7011 47750
53 7834 55380
53 8333 67400
53 8373 84740
54 55 10730
54 1800 79250
54 2147 1250
54 2392 38210
54 2610 10060
54 2657 25630
54 2667 85500
54 3446 76960
54 3645 86610
54 4021 84930
54 4754 21160
54 5872 39640
54 5907 13020
54 6131 55690
54 6800 16510
54 6912 48750
54 7316 25310
54 7355 34520
54 7763 68930
54 7776 52110
54 8010 31420
54 8312 7750
54 8321 44210
54 8345 68090
54 8798 75200
55 56 3350
55 716 70020
55 1032 1450
55 1112 91130
55 1697 69980
55 1954 78660
55 2299 43150
55 2409 21720
55 3085 83210
55 3364 33590
55 3468 87670
55 3605 27800
55 5066 44630
55 5102 68190
55 5173 32000
55 5544 69350
55 5715 10640
55 6234 75520
55 6415 79410
55 6504 74800
55 7882 24760
55 8102 8250
55 8553 95520
56 57 12180
56 238 72450
56 478 93170
56 578 55530
56 865 79350
56 887 310
56 1386 44930
56 1871 98040
56 2204 55260
56 2542 42330
56 2627 68350
56 3667 97140
56 4800 84150
56 4976 1580
56 5707 46300
56 5867 32790
56 6641 54050
56 7652 18260
56 7711 24890
56 7827 80260
56 7909 53640
56 8315 71190
56 8433 42980
56 8479 10530
56 8785 38680
56 8823 7800
56 8999 63510
57 58 6770
57 81 5330
57 237 13430
57 307 46410
57 376 79540
57 450 72690
57 977 9940
57 1133 35710
57 1664 32370
57 1726 59710
57 3524 81030
57 3687 14240
57 3695 85460
57 4222 22000
57 4275 47440
57 6467 76570
57 6868 94480
57 6919 23440
57 7609 31320
57 8297 12670
57 8320 29900
57 8625 53540
57 8650 78660
57 8818 50590
58 59 75040
58 837 94320
58 922 45160
58 1821 2700
58 2359 30950
58 2422 15330
58 3583 35780
58 3828 4860
58 4632 28740
58 4714 91050
58 4770 9710
58 4864 72470
58 4881 43770
58 5629 53470
58 7103 26390
58 8069 60770
59 60 65240
59 385 8860
59 492 85490
59 1025 55040
59 1242 44700
59 1577 2560
59 1637 33700
59 1672 34320
59 2092 74340
59 2156 18630
59 2237 89280
59 3042 89680
59 3179 4100
59 4102 13490
59 6174 48940
59 6664 89810
59 7022 10040
59 7473 19910
59 8512 49730
59 8619 20430
59 8643 40590
59 8879 19670
59 8935 99940
60 61 96720
60 113 53500
60 322 57030
60 424 22100
60 720 15450
60 868 13030
60 1439 81390
60 1814 25030
60 3770 42040
60 3822 17530
60 4193 70830
60 4355 51480
60 4584 42860
60 5332 98510
60 5339 46610
60 5664 8060
60 6238 74570
60 6239 67460
60 6901 21600
60 7745 1380
60 8214 16140
60 8637 66340
60 8962 94260
61 62 1020
61 580 41960
61 909 8550
61 1208 11830
61 1361 6030
61 1390 33890
61 1498 79220
61 1795 68080
61 2272 94160
61 3193 60970
61 3330 12220
61 3349 84230
61 3806 32650
61 3852 27020
61 4033 14700
61 4184 14990
61 4596 61770
61 4837 1890
61 5592 13560
61 6242 34060
61 6857 31250
61 8974 39440
62 63 27940
62 218 67870
62 270 50800
62 790 19790
62 1104 36230
62 1286 57180
62 1313 45990
62 1591 3250
62 1909 64140
62 1913 81610
62 2578 6710
62 2667 84680
62 2914 49070
62 3361 55250
62 3449 21850
62 3917 88960
62 4377 9310
62 4586 84820
62 4894 8150
62 6107 97470
62 6177 41700
62 6597 17810
62 7053 25110
62 7619 42640
62 8277 26290
62 8778 12160
62 8920 82150
63 64 73550
63 1292 10600
63 1388 25430
63 1691 49720
63 2916 38540
63 3806 26110
63 4721 3540
63 5105 68880
63 6260 62780
63 6995 1190
63 7022 12630
63 7307 52970
63 7420 95580
63 7647 25300
63 8681 43970
63 8813 46350
64 65 29960
64 133 22130
64 309 22000
64 1397 3140
64 1906 58580
64 1907 30430
64 2005 45190
64 3262 40160
64 3730 17580
64 3838 17270
64 4002 89090
64 4638 18110
64 4874 97050
64 5102 23740
64 6135 50260
64 6312 67350
64 6502 43830
64 7029 14370
64 7118 94020
64 8305 90770
64 8460 64420
64 8967 8550
65 66 79080
65 681 80280
65 2287 21100
65 3183 49970
65 3675 8470
65 3771 32380
65 4777 8490
65 4809 49720
65 5061 50180
65 5084 35070
65 5440 74440
65 5779 28400
65 5818 61490
65 6626 45970
65 6799 36070
65 6984 15200
65 7171 38080
65 7575 29200
65 8597 1130
65 8615 13790
66 67 37590
66 69 13090
66 145 42590
66 465 6450
66 568 48240
66 1694 93870
66 2158 57410
66 2391 67840
66 2892 32870
66 4118 77230
66 4896 20030
66 5199 85810
66 5535 38670
66 5755 39700
66 6404 97630
66 6970 46810
66 8149 1930
66 8625 26950
67 68 97870
67 100 62680
67 136 88140
67 140 95930
67 559 7600
67 563 62450
67 1144 32980
67 1778 64160
67 1886 58870
67 2624 69760
67 2867 92660
67 2894 10840
67 2947 22990
67 3738 46630
67 3770 41600
67 4268 8210
67 4860 93530
67 5195 41010
67 6511 9130
67 7195 87480
67 8451 42940
67 8816 99230
68 69 1590
68 108 28170
68 211 38140
68 474 89160
68 1041 49670
68 1188 38830
68 1591 61220
68 2031 38570
68 2776 65150
68 2865 72250
68 3669 43050
68 3709 38610
68 3939 13310
68 4556 82100
68 4799 67750
68 4850 71380
68 4958 36030
68 5223 88210
68 5319 28490
68 5425 18840
68 6147 52190
68 6270 19680
68 6476 56240
68 7203 31460
68 7406 5910
68 8467 75450
68 8551 35210
68 8989 45250
69 70 22330
69 231 54400
69 1216 24850
69 1319 22290
69 1333 49410
69 1341 14770
69 1361 67810
69 1628 70220
69 1711 99430
69 2011 95270
69 2522 11980
69 2777 32340
69 2802 74640
69 4327 31020
69 4545 14570
69 5155 96300
69 5551 66670
69 6318 11180
69 6454 64610
69 6528 44940
69 6882 10080
69 7835 18600
69 8532 93320
69 8567 9420
69 8786 9800
70 71 83830
70 93 67530
70 98 13530
70 478 87750
70 913 23320
70 1905 76900
70 2062 91420
70 2530 58090
70 3299 3040
70 3795 33060
70 4349 19450
70 4850 46210
70 6472 61160
70 7649 66650
70 8093 48940
70 8268 12760
70 8526 67900
70 8613 91830
70 8751 63310
71 72 99720
71 253 38710
71 607 4910
71 701 10000
71 2088 27000
71 2450 43740
71 2565 28090
71 3232 40140
71 3322 69420
71 3763 67530
71 4220 89680
71 4417 2290
71 5479 70330
71 5541 44830
71 5623 73770
71 5754 85680
71 6010 9220
71 6434 91470
71 7736 3840
71 8797 16040
71 8851 45110
72 73 91900
72 260 45440
72 377 84700
72 987 94390
72 1349 13580
72 1446 12220
72 2219 11020
72 2482 44970
72 2671 90790
72 2876 15140
72 2952 36340
72 2977 12180
72 3441 71240
72 3709 80800
72 3823 12850
72 4046 40560
72 4088 190
72 4094 6820
72 4281 26400
72 4455 86400
72 4914 3780
72 5392 43050
72 5587 28110
72 6368 26990
72 6719 36040
72 7664 45780
72 8179 1630
72 8689 39290
72 8767 68070
73 74 30400
73 238 75410
73 342 75580
73 711 44210
73 820 55370
73 1186 40650
73 1615 48460
73 2071 11940
73 2415 55190
73 2904 90220
73 3187 81360
73 3356 21070
73 3874 45270
73 3880 48730
73 3881 89240
73 4637 93420
73 5135 38430
73 5224 21430
73 5584 15640
73 5879 20890
73 6894 52050
73 7905 11720
74 75 76270
74 105 48890
74 202 82860
74 2001 60830
74 3576 45100
74 3928 2010
74 4497 40500
74 4637 32190
74 5924 93180
74 7301 59290
74 7845 42580
74 8201 3620
74 8518 79520
75 76 96870
75 122 54000
75 212 26200
75 458 92580
75 483 38440
75 888 29320
75 1349 66680
75 1594 23890
75 1743 70360
75 1803 46170
75 1969 81370
75 2031 61420
75 2400 29800
75 3020 42840
75 3114 12890
75 3385 3110
75 3831 52430
75 4568 14170
75 4660 51940
75 5114 34920
75 5397 94270
75 5509 66710
75 5659 54260
75 5847 13780
75 6110 50870
75 7015 93790
75 7881 6700
75 8019 86610
75 8123 48230
75 8458 21640
75 8858 84540
76 77 33940
76 377 36220
76 588 7640
76 927 76930
76 1152 83300
76 2030 5920
76 2553 44260
76 3321 58630
76 3526 63060
76 4195 42980
76 4254 21870
76 4452 81710
76 4458 14400
76 4879 96070
76 5722 16800
76 5816 83930
76 6039 15540
76 6243 89760
76 7642 78400
76 7742 34240
76 7856 73430
76 8705 76590
76 8871 17810
77 78 35310
77 146 77840
77 1108 28080
77 1161 69020
77 2019 74670
77 2423 38240
77 3275 3740
77 3739 92030
77 3751 71570
77 3862 81830
77 4196 2050
77 4643 58130
77 4728 7140
77 4779 16880
77 4829 9890
77 5112 25480
77 6307 61980
77 6579 72840
77 7062 58940
77 7140 13760
77 7684 76940
78 79 19380
78 983 7230
78 1311 18290
78 1332 9880
