500 4903
16 121 79400
16 137 23250
16 141 68070
16 187 5820
16 202 98740
16 288 39800
16 327 54300
16 360 64880
16 395 78350
16 423 15490
16 427 44750
16 428 86330
16 486 71540
17 18 50280
17 121 72820
17 140 87830
17 176 95570
17 282 52790
17 304 82290
17 315 92320
17 381 78400
17 429 85530
18 19 6320
18 147 3460
18 156 13240
18 182 1610
18 192 79410
18 226 17470
18 245 95170
18 364 30980
18 412 47070
18 459 87400
18 475 29630
19 20 65850
19 170 18190
19 175 28970
19 208 92150
19 217 43290
19 249 34430
19 256 67160
19 335 950
19 419 20530
19 475 13120
20 21 48820
20 38 86810
20 45 57520
20 122 84840
20 162 21820
20 218 79220
20 226 2450
20 266 71740
20 304 85130
20 344 80470
20 407 75420
20 431 85550
20 435 95580
21 22 9410
21 29 21190
21 33 23190
21 89 11540
21 141 4630
21 150 78020
21 215 20260
21 233 47200
21 247 25580
21 308 89390
21 322 34520
21 354 79350
21 399 49930
21 457 23700
21 487 62300
21 494 40400
22 23 6820
22 59 7570
22 65 51930
22 71 57530
22 72 33710
22 105 43750
22 126 81700
22 135 4930
22 141 5580
22 174 2380
22 184 45700
22 194 63630
22 218 52760
22 235 12670
22 240 19880
22 291 2680
22 326 56620
22 327 30740
22 337 18220
22 347 60820
22 389 63660
22 449 13600
22 473 36770
22 496 70190
23 24 26770
23 62 70960
23 67 23580
23 95 81180
23 146 13620
23 164 16190
23 182 91860
23 211 83920
23 341 30180
23 390 52750
23 420 87900
23 421 78300
23 452 97960
23 476 17920
23 493 80890
24 25 77540
24 31 28880
24 65 44550
24 85 68910
24 181 89720
24 212 73180
24 217 45770
24 290 38860
24 312 80660
24 317 62940
24 359 76810
24 376 18150
24 387 23930
24 395 73710
24 402 23550
24 404 69790
24 418 11660
24 423 94650
24 427 21640
24 432 83670
24 468 76060
24 496 26410
25 26 71480
25 77 15000
25 98 16420
25 117 29630
25 148 35170
25 149 1810
25 164 10930
25 208 7670
25 209 62100
25 279 30740
25 290 4350
25 448 97080
25 467 26550
25 471 8900
25 473 77860
25 474 7940
26 27 20610
26 36 5550
26 37 57440
26 56 13760
26 73 36050
26 96 30440
26 147 37930
26 160 1020
26 167 74920
26 173 10430
26 237 4660
26 249 15630
26 262 69910
26 272 7090
26 285 87460
26 301 84730
26 322 60450
26 338 4470
26 350 79050
26 441 85690
26 453 94160
26 496 53530
26 497 33160
26 498 92750
27 28 52040
27 34 80880
27 61 66990
27 62 54170
27 63 57460
27 80 1870
27 140 44110
27 142 97940
27 151 5770
27 159 76980
27 162 15240
27 184 82550
27 194 28690
27 217 8810
27 243 25860
27 254 93400
27 274 51320
27 278 21970
27 291 9070
27 321 47970
27 326 51700
27 342 12710
27 356 7160
27 370 65940
27 378 85620
27 392 56580
27 398 75320
27 425 90890
27 426 21110
27 438 20290
27 463 44910
28 29 99990
28 139 6910
28 140 66960
28 143 4020
28 255 16860
28 311 33320
28 318 58220
28 397 12500
28 449 23140
28 453 13000
28 482 99640
28 494 98370
29 30 9170
29 39 97200
29 42 18000
29 123 49100
29 124 83710
29 177 15570
29 187 24880
29 201 46460
29 213 39580
29 216 79420
29 294 89400
29 305 71600
29 314 69180
29 319 38130
29 338 80630
29 340 46480
29 438 83250
29 441 77720
29 464 92790
29 477 13380
29 488 2320
30 31 14680
30 49 13360
30 63 72640
30 117 37580
30 124 29890
30 140 76950
30 174 12690
30 182 48870
30 187 16610
30 234 5040
30 235 56820
30 241 5490
30 258 35070
30 261 31260
30 296 58980
30 304 52530
30 341 65680
30 433 2770
30 439 12880
30 492 5790
30 500 10810
31 32 60110
31 68 32370
31 82 93210
31 88 99000
31 89 89800
31 127 31590
31 161 51480
31 165 71760
31 178 57380
31 189 24000
31 203 38250
31 256 57680
31 265 53640
31 287 43190
31 330 3380
31 348 43180
31 381 60550
31 494 23940
31 497 300
32 33 29670
32 36 65660
32 58 53560
32 73 23070
32 112 39330
32 147 84110
32 192 87740
32 251 76090
32 263 35690
32 312 22390
32 338 92370
32 341 83300
32 352 74290
32 447 84080
32 475 42880
33 34 75110
33 91 85580
33 178 20320
33 201 87330
33 265 85550
33 268 96300
33 315 6970
33 340 78790
33 380 26180
33 451 3360
33 457 59690
33 491 56260
34 35 99410
34 48 19380
34 96 14230
34 101 63580
34 181 33750
34 185 21610
34 209 51310
34 215 97790
34 241 63560
34 245 66630
34 247 15340
34 305 89570
34 358 41840
34 364 5330
34 382 14680
34 395 73080
34 433 64800
34 452 5990
34 470 49070
34 479 20520
34 490 29420
35 36 42260
35 39 87150
35 66 950
35 82 36290
35 118 11790
35 125 36840
35 138 51240
35 150 62500
35 175 48510
35 205 58160
35 211 23520
35 250 19630
35 299 20870
35 305 2890
35 345 45770
35 350 1550
35 406 30780
35 423 97730
35 427 900
35 448 1700
35 471 35410
36 37 52420
36 66 49450
36 93 2520
36 104 56450
36 106 90020
36 130 50480
36 176 2190
36 200 63570
36 221 61650
36 243 71220
36 333 50710
36 343 20460
36 357 78750
36 398 62650
36 411 47470
36 437 70880
36 442 71050
36 447 98990
36 468 31810
36 480 2600
37 38 66580
37 47 34310
37 94 74690
37 169 1660
37 203 20130
37 232 74240
37 248 67210
37 285 32120
37 338 65510
37 369 24880
37 391 37000
37 435 16540
37 446 2450
37 455 16710
37 484 57420
38 39 61020
38 63 95480
38 132 74610
38 138 45470
38 195 64220
38 213 81050
38 228 22500
38 287 41020
38 366 33270
38 396 72510
39 40 96620
39 45 45970
39 61 11750
39 84 7370
39 105 40540
39 114 47000
39 122 16280
39 149 98500
39 157 19850
39 192 56800
39 212 61830
39 247 63990
39 333 4040
39 338 12960
39 363 58070
39 465 70110
39 467 94890
39 483 15990
40 41 18710
40 57 65710
40 103 12090
40 136 4210
40 161 41510
40 173 13740
40 185 32440
40 227 58930
40 335 21300
40 336 25380
40 337 35690
40 419 59730
40 453 60120
40 476 61150
41 42 50150
41 50 92410
41 54 89370
41 55 59300
41 90 33540
41 118 98170
41 164 29200
41 170 78640
41 235 22160
41 241 900
41 265 70450
41 354 49500
41 369 68930
41 417 41120
41 474 31490
42 43 53070
42 46 29590
42 50 1340
42 86 32280
42 94 79350
42 120 18760
42 176 14370
42 211 7590
42 212 10600
42 223 790
42 228 76430
42 267 39000
42 283 35340
42 288 36140
42 303 68460
42 322 92460
42 323 79440
42 440 56260
42 468 87410
43 44 26240
43 84 72350
43 100 96790
43 107 86250
43 120 38720
43 121 49960
43 127 80220
43 155 93160
43 157 97580
43 164 90820
43 214 12050
43 222 140
43 237 7540
43 253 48420
43 256 59760
43 318 53780
43 320 24460
43 323 54720
43 330 93660
43 368 16930
43 385 4090
43 409 17070
43 414 56440
43 450 23560
43 499 64710
44 45 81170
44 57 15070
44 116 89660
44 206 9630
44 209 51940
44 218 29250
44 261 90440
44 271 48110
44 281 64830
44 289 55020
44 293 9710
44 343 96390
44 411 69560
44 424 8860
44 436 24880
44 479 51230
45 46 56320
45 50 66200
45 57 13560
45 104 10530
45 111 60330
45 134 45290
45 137 3990
45 139 75330
45 194 32540
45 226 26080
45 236 74390
45 267 39210
45 313 62980
45 340 24970
45 380 12650
45 421 41990
45 436 13080
45 454 49890
46 47 68950
46 79 84840
46 80 51690
46 82 87100
46 92 90910
46 151 53510
46 158 29050
46 226 12000
46 237 68420
46 238 82450
46 245 11960
46 264 59190
46 283 12760
46 333 66190
46 363 88670
46 370 71830
46 386 11920
46 427 93420
47 48 37660
47 129 4760
47 241 74630
47 275 27540
47 286 77940
47 315 5080
47 334 62580
47 337 93470
47 357 60860
47 381 62280
47 415 4660
47 425 21970
47 427 78940
47 481 13940
47 499 97990
48 49 18350
48 55 41800
48 85 11510
48 112 77170
48 135 4750
48 152 99780
48 181 2360
48 182 89220
48 197 77840
48 216 97480
48 222 45320
48 224 17000
48 241 23480
48 332 14030
48 388 49230
48 404 56240
48 431 96550
48 497 51850
49 50 87900
49 61 54580
49 82 83120
49 91 75640
49 101 62450
49 106 68140
49 125 960
49 134 49850
49 137 2200
49 207 16590
49 216 12510
49 252 67260
49 273 77660
49 275 39200
49 276 97160
49 282 38470
49 338 58180
49 346 84260
49 379 33740
49 383 54750
49 405 57430
49 421 26090
49 445 95520
49 454 79220
49 456 63560
49 496 1900
50 51 23990
50 108 79840
50 141 91160
50 159 40540
50 190 97820
50 192 7520
50 215 2470
50 250 22560
50 252 51360
50 257 81900
50 259 10070
50 261 17750
50 313 1490
50 333 89740
50 357 14760
50 400 72550
50 414 46320
50 416 82880
50 421 80410
50 461 17330
50 464 62480
50 483 72400
51 52 46170
51 101 86260
51 140 19960
51 146 50970
51 150 21000
51 163 28690
51 179 99100
51 193 3400
51 194 35540
51 197 920
51 205 81350
51 222 74940
51 229 50050
51 235 64510
51 259 92470
51 276 18810
51 334 96810
51 343 70560
51 357 30860
51 363 13000
51 371 52050
51 377 69950
51 422 75140
51 462 11010
51 481 76960
52 53 58510
52 80 22080
52 82 28960
52 114 75360
52 150 10220
52 189 57750
52 238 16950
52 259 15330
52 264 54990
52 385 22170
52 472 56080
52 474 80360
52 480 58400
53 54 97500
53 59 89200
53 99 12860
53 107 41980
53 115 32470
53 180 64680
53 234 1860
53 239 52800
53 282 73050
53 378 46460
53 387 3150
53 424 51180
53 434 91130
53 435 66640
53 440 22420
53 472 41610
53 492 15120
54 55 23340
54 59 11350
54 88 86410
54 119 2260
54 134 51630
54 155 91680
54 168 41940
54 172 38600
54 186 1130
54 192 24760
54 221 75780
54 289 14150
54 343 15460
54 356 66820
54 397 25610
54 424 75270
54 458 2810
55 56 42120
55 76 73920
55 236 75550
55 243 18450
55 313 86060
55 328 5110
55 414 87280
55 476 82650
56 57 22250
56 179 22590
56 225 32150
56 234 43870
56 242 83770
56 271 23890
56 340 70200
56 383 65260
56 394 79750
56 403 23140
56 409 60400
56 410 96650
56 439 7780
57 58 51510
57 61 55680
57 134 35930
57 163 55600
57 240 73040
57 302 5410
57 309 6020
57 346 92670
57 377 87410
57 403 41700
57 411 11630
57 468 64330
57 483 22430
57 494 79320
58 59 10660
58 84 33890
58 94 67080
58 141 72770
58 190 2800
58 204 79670
58 215 52230
58 224 17650
58 233 95720
58 257 52500
58 265 27440
58 338 95430
58 373 47850
58 374 57810
58 468 37130
58 490 13270
58 496 50200
59 60 30210
59 69 38700
59 74 9670
59 115 83780
59 119 78800
59 137 48470
59 178 19540
59 191 4950
59 257 86380
59 274 2720
59 282 59330
59 294 22540
59 296 7390
59 309 16860
59 363 83900
59 375 99760
59 392 72520
59 405 71850
59 459 7140
59 485 15590
60 61 57640
60 124 73460
60 150 18740
60 152 53650
60 161 20830
60 165 45640
60 175 22330
60 209 35880
60 237 33440
60 275 87030
60 290 73940
60 315 71340
60 329 67650
60 356 51100
60 446 68390
60 453 60950
60 455 76140
60 467 18180
60 489 51370
61 62 41730
61 74 54920
61 85 87850
61 87 56370
61 92 20190
61 99 12360
61 162 86260
61 193 70110
61 252 22260
61 260 54580
61 297 61540
61 329 13030
61 334 91910
61 335 56370
61 342 5870
61 418 22170
61 419 92310
61 425 53120
61 450 74070
61 500 83950
62 63 22850
62 70 66280
62 105 27660
62 110 11240
62 112 71340
62 159 41080
62 178 97830
62 196 19990
62 202 25210
62 207 89650
62 216 45780
62 308 93450
62 336 32840
62 365 16850
62 376 2030
62 388 20
62 395 43090
62 425 46750
62 430 55750
62 456 45970
62 463 45360
62 494 30560
62 495 8720
63 64 55050
63 86 20770
63 108 71310
63 136 16010
63 186 19900
63 251 78380
63 252 17640
63 261 82410
63 277 7010
63 378 58640
63 406 12540
63 412 20350
63 455 17440
63 498 44220
64 65 22040
64 67 22250
64 77 12260
64 129 26030
64 219 71790
64 252 30480
64 299 53560
64 323 25400
64 332 66180
64 353 61300
64 362 35070
64 365 11290
64 376 21560
64 383 260
64 385 33600
64 388 23790
64 414 41200
64 445 86130
64 448 76950
64 500 10460
65 66 81710
65 88 10220
65 96 28570
65 130 92900
65 160 63690
65 189 22810
65 232 14500
65 263 52550
65 266 29780
65 311 66440
65 380 51110
65 391 16760
65 401 4920
65 404 26400
65 405 14600
65 441 52900
65 464 50670
65 475 73400
65 487 97210
65 488 35740
66 67 16330
66 76 95280
66 78 58990
66 80 16930
66 89 5650
66 109 47260
66 152 1340
66 185 49170
66 257 33350
66 276 7280
66 295 6800
66 342 89300
66 365 92060
66 374 57140
66 385 46480
66 429 4590
67 68 77910
67 73 23280
67 203 80730
67 222 98560
67 244 13290
67 296 92260
67 310 76980
67 343 53460
67 379 30890
67 400 84600
67 411 38300
67 447 72310
67 485 12220
67 500 660
68 69 60630
68 101 49220
68 108 14830
68 127 39510
68 136 23380
68 144 520
68 222 77080
68 223 61680
68 269 88090
68 272 78500
68 301 10540
68 311 99200
68 337 86270
68 367 45840
68 386 95390
68 441 59730
68 444 75830
68 463 4230
68 478 92930
68 491 56170
68 496 14300
69 70 27280
69 108 26080
69 110 12570
69 141 92990
69 153 73430
69 249 87700
69 255 5290
69 276 85070
69 297 5250
69 306 13000
69 346 20560
69 358 5930
69 363 9760
69 458 42130
69 480 56600
69 485 42400
70 71 56150
70 84 74580
70 98 18850
70 134 22880
70 173 28030
70 215 57400
70 224 78910
70 243 2100
70 400 13300
70 406 94990
70 419 11560
70 466 34040
71 72 25980
71 123 60320
71 140 15130
71 182 92540
71 183 20910
71 188 89860
71 203 22150
71 245 34410
71 294 56250
71 299 880
71 310 99930
71 316 69230
71 332 3980
71 448 31140
72 73 10530
72 97 68660
72 108 55290
72 131 68240
72 172 90980
72 174 74550
72 266 42760
72 267 21000
72 336 34490
72 345 830
72 368 19940
72 379 15500
72 399 19890
72 426 29740
72 428 20350
72 473 84520
73 74 15510
73 84 790
73 122 55070
73 136 18870
73 148 30840
73 158 94260
73 181 13560
73 185 77940
73 190 47130
73 206 9760
73 226 55830
73 233 23050
73 243 29010
73 271 22890
73 293 16180
73 315 3320
73 326 15140
73 437 37810
73 442 57010
73 472 44970
73 491 32340
74 75 59840
74 76 8770
74 113 67450
74 142 47410
74 144 62310
74 156 94890
74 169 14320
74 173 8200
74 187 23900
74 204 84150
74 217 26600
74 244 78430
74 256 14780
74 268 84930
74 286 26420
74 349 37470
74 367 35300
74 378 73210
74 390 87760
74 414 13550
74 438 70760
74 460 6390
75 76 27380
75 133 16220
75 206 72980
75 207 29550
75 243 98920
75 259 5040
75 265 73270
75 306 40070
75 340 45490
75 405 80670
75 411 77660
75 414 55120
75 464 47090
75 475 85270
75 492 41670
76 77 86550
76 101 23660
76 148 76950
76 162 52390
76 200 46400
76 270 92220
76 285 38940
76 332 26200
76 356 7910
76 363 18690
76 385 64260
76 434 71310
76 443 79970
76 456 90740
76 499 41610
77 78 27760
77 82 2970
77 122 18980
77 149 28760
77 163 48820
77 171 60550
77 226 44750
77 231 6060
77 281 38270
77 324 45370
77 358 30240
77 414 19910
78 79 2370
78 153 53900
78 165 22400
78 177 26610
78 194 24610
78 268 4230
78 281 2680
78 286 6410
78 322 17870
78 371 13570
78 397 79170
78 412 16790
78 426 80210
78 434 19020
78 443 40300
78 476 39330
79 80 95150
79 114 430
79 139 1620
79 189 47220
79 197 10770
79 240 98850
79 247 81670
79 249 6110
79 253 27070
79 344 50880
79 360 82010
79 376 50660
79 403 12330
79 409 28940
79 418 47830
79 474 31450
79 484 14420
80 81 62790
80 95 56550
80 140 34100
80 167 61990
80 171 85520
80 185 26620
80 240 47230
80 246 3400
80 265 88970
80 298 87990
80 357 220
80 399 28480
80 421 64340
81 82 9050
81 99 41890
81 112 16650
81 132 89140
81 152 45310
81 183 16780
81 188 92300
81 217 95270
81 241 97330
81 274 47480
81 396 5540
81 401 18790
81 443 10360
81 460 11260
81 484 48440
81 487 38860
82 83 34350
82 112 43360
82 135 49440
82 167 21380
82 226 8900
82 362 93310
82 405 89370
82 432 10250
82 434 11460
82 446 14930
82 490 95020
82 497 19970
83 84 65840
83 94 89670
83 103 76770
83 115 61230
83 124 24390
83 128 44760
83 201 19700
83 224 28510
83 283 1670
83 284 76880
83 297 94410
83 300 90830
83 308 13920
83 357 9460
83 384 87290
83 455 64920
83 472 89120
83 479 54250
84 85 59410
84 139 88620
84 192 11440
84 212 87690
84 236 23580
84 250 52190
84 264 73930
84 287 66800
84 299 95940
84 319 34240
84 329 75630
84 390 77970
84 446 65250
85 86 65100
85 125 58770
85 144 10420
85 166 92700
85 198 25970
85 207 93420
85 213 1520
85 215 98500
85 259 28930
85 268 10840
85 270 16710
85 277 20350
85 352 63830
85 366 82430
85 368 53360
85 388 66240
85 400 28380
85 426 90990
85 435 4350
85 463 57820
85 465 38030
86 87 5830
86 107 23870
86 108 18080
86 116 96530
86 129 64280
86 146 51020
86 166 84680
86 178 2700
86 180 29010
86 189 79060
86 210 74450
86 231 34080
86 250 49710
86 251 14920
86 310 79800
86 359 51500
86 371 79020
86 444 22960
86 466 87290
86 475 35230
87 88 25070
87 103 79160
87 185 50730
87 231 20640
87 273 9420
87 275 89410
87 280 52780
87 315 10490
87 316 640
87 412 24710
87 461 32770
88 89 88310
88 112 10110
88 116 94060
88 127 21680
88 242 72470
88 256 42480
88 279 66770
88 331 16080
88 338 45430
88 390 95640
88 416 87600
88 463 75990
88 472 97950
88 485 12600
89 90 87180
89 154 69840
89 183 85240
89 246 12090
89 249 35550
89 259 30990
89 269 4900
89 297 65570
89 318 86030
89 332 73240
89 395 35060
89 402 86200
89 414 75340
89 421 33050
89 466 15900
89 467 3640
89 488 23580
90 91 77140
90 122 67070
90 154 4550
90 201 25750
90 259 80190
90 273 71430
90 288 14700
90 355 38530
90 406 13500
90 419 10040
90 422 12110
90 483 67240
91 92 77970
91 96 79670
91 173 81720
91 205 63300
91 206 3980
91 208 68730
91 250 43680
91 264 61130
91 320 98660
91 321 34020
91 400 30600
91 447 75900
91 484 20580
92 93 78830
92 131 23120
92 181 89820
92 251 85620
92 258 60290
92 264 53300
92 280 88560
92 310 87890
92 351 83420
92 366 50900
92 382 55080
92 384 26080
92 390 25090
92 420 42750
92 459 36840
92 474 18960
92 483 29820
92 487 76810
92 491 3100
93 94 2720
93 101 61680
93 114 28780
93 124 23540
93 151 32430
93 155 62900
93 165 5100
93 172 95380
93 184 30040
93 188 33010
93 238 2650
93 250 92250
93 254 71250
93 276 99740
93 280 5940
93 315 46060
93 320 56610
93 353 82640
93 444 84990
93 461 53110
93 473 86330
93 486 64260
94 95 43530
94 111 39440
94 130 75670
94 173 93840
94 192 89480
94 202 99800
94 224 50950
94 232 17910
94 259 28350
94 274 60770
94 284 58740
94 378 9240
94 388 47520
94 439 45810
94 445 58630
94 446 5190
94 449 79300
95 96 44810
95 112 44900
95 118 48590
95 143 13570
95 154 74590
95 210 93480
95 234 14780
95 264 46410
95 310 6600
95 320 91900
95 327 60930
95 341 58340
95 383 42400
95 401 19390
95 423 3420
96 97 61450
96 124 41300
96 174 51620
96 187 12230
96 189 11700
96 231 76260
96 290 98560
96 297 18650
96 316 3100
96 418 50760
96 441 88640
96 444 37550
96 468 10360
97 98 24590
97 127 83680
97 130 69380
97 133 25060
97 182 20440
97 199 35200
97 203 82480
97 212 22850
97 244 25200
97 343 19520
97 344 98550
97 349 97740
97 367 9440
97 391 65600
97 392 73020
97 415 22420
97 452 37850
97 463 5180
97 475 38330
97 489 96460
98 99 74830
98 101 86760
98 142 52040
98 157 82980
98 164 60420
98 217 17610
98 231 48200
98 247 20710
98 262 5130
98 267 53960
98 305 96090
98 334 44850
98 399 53300
98 421 10130
98 484 76410
98 498 47600
99 100 10810
99 122 23900
99 135 32730
99 148 11780
99 195 51350
99 204 87820
99 220 33330
99 233 83380
99 263 22540
99 348 95120
99 351 27530
99 354 64520
99 423 22770
99 444 8310
99 477 96990
100 101 99920
100 135 5230
100 144 59040
100 150 44080
100 175 34850
100 187 47080
100 191 74850
100 218 44180
100 227 13490
100 228 46200
100 251 83740
100 277 22850
100 304 45450
100 369 62280
100 374 46660
100 382 6150
100 391 7410
100 395 73150
100 405 63690
100 439 62550
100 457 68390
100 475 17840
101 102 5810
101 164 15360
101 251 69960
101 254 5670
101 280 85360
101 376 77790
102 103 98520
102 175 19770
102 199 42660
102 205 12850
102 232 2780
102 249 44570
102 263 80430
102 289 4360
102 325 1290
102 344 10760
102 345 74310
102 354 2130
102 479 20810
103 104 94310
103 106 8460
103 115 46980
103 193 71960
103 255 68910
103 303 9960
103 313 36100
103 350 6520
103 402 65090
103 407 15070
103 419 14620
103 434 81720
103 451 47200
104 105 44440
104 106 36890
104 122 79440
104 136 47800
104 157 60070
104 169 38200
104 170 82670
104 180 15270
104 242 17250
104 243 9450
104 301 74970
104 306 31490
104 312 93030
104 321 2300
104 330 65590
104 334 11630
104 335 50310
104 365 47520
104 422 59560
104 462 2230
105 106 67720
105 116 99390
105 117 58560
105 121 32200
105 173 30820
105 176 98450
105 196 95900
105 235 30370
105 251 33120
105 301 5760
105 313 75230
105 337 22240
105 391 19540
105 462 83550
105 473 77880
106 107 28600
106 120 6420
106 141 92570
106 153 1880
106 161 33840
106 196 38510
106 209 53790
106 235 68660
106 263 32950
106 456 97070
107 108 77550
107 132 17840
107 166 56750
107 192 37640
107 235 75180
107 244 8490
107 262 84040
107 284 71100
107 285 78800
107 309 38610
107 422 13780
107 464 4790
107 478 97020
107 488 19040
107 491 85720
108 109 9850
108 110 51150
108 189 70850
108 230 18410
108 303 38790
108 357 12060
108 370 73970
108 373 7220
108 453 21070
108 473 22070
108 482 10490
109 110 24000
109 241 26840
109 287 52930
109 320 88090
109 378 25340
110 111 10490
110 211 22990
110 333 57000
110 343 57110
110 344 28190
110 359 82710
110 372 16990
110 383 38710
110 424 21460
110 487 18790
111 112 60690
111 128 30240
111 142 13920
111 194 71520
111 245 13820
111 253 13560
111 298 50540
111 310 72170
111 337 95530
111 348 85780
111 403 16070
111 453 86460
111 497 80630
112 113 87330
112 131 16800
112 158 26640
112 163 93810
112 175 86440
112 188 87610
112 193 3340
112 207 49470
112 237 25650
112 265 43720
112 309 11890
112 381 1360
112 388 11750
112 408 99470
113 114 41940
113 200 78760
113 220 99460
113 228 1120
113 230 7450
113 258 37500
113 299 32060
113 300 7490
113 301 50870
113 350 25240
113 368 83460
113 382 61120
114 115 80440
114 119 73550
114 143 58710
114 214 7170
114 228 40080
114 240 12590
114 347 89420
114 359 11010
114 397 98260
114 436 80700
114 471 7360
114 497 62250
114 498 60170
115 116 16030
115 128 53260
115 148 70690
115 154 53640
115 171 13050
115 188 2580
115 221 8760
115 229 49680
115 264 95780
115 293 71400
115 342 68840
115 377 85820
115 388 10180
115 421 89250
115 462 88200
115 480 81790
116 117 91140
116 130 14790
116 188 99890
116 192 43290
116 225 45840
116 248 27310
116 261 14740
116 275 27020
116 278 49410
116 289 63580
116 337 25060
116 349 13050
116 358 27000
116 384 74680
116 387 65000
116 391 20470
116 398 28720
116 480 32320
116 481 79230
117 118 8110
117 124 65010
117 153 32900
117 156 23660
117 170 5930
117 211 88450
117 225 21700
117 231 95210
117 269 620
117 295 1550
117 306 93290
117 328 83800
117 410 83140
117 413 64280
117 493 57590
118 119 67580
118 121 13560
118 135 26490
118 270 13090
118 283 35590
118 318 7060
118 374 89070
118 391 67100
118 403 84600
118 408 87840
118 416 90450
118 419 73890
118 453 44680
118 469 48370
118 471 24850
119 120 6200
119 145 95380
119 151 49450
119 162 18520
119 197 11790
119 202 90100
119 217 23210
119 269 60060
119 276 78030
119 297 92040
119 309 96670
119 331 22740
119 374 97140
120 121 90500
120 134 10550
120 148 51020
120 156 41190
120 174 39550
120 213 74420
120 214 81540
120 217 36900
120 227 84620
120 274 83730
120 349 82740
120 359 50870
120 408 99120
120 416 84160
120 435 88130
121 122 63710
121 127 8590
121 143 56950
121 170 1150
121 176 52150
121 181 76320
121 190 58870
121 239 58230
121 275 7680
121 286 2560
121 293 54370
121 294 93270
121 346 65690
121 407 25360
121 408 35910
121 440 20680
121 441 56140
121 450 22620
121 475 69710
121 496 91490
122 123 41260
122 152 10760
122 199 31010
122 253 25400
122 301 65290
122 337 63970
122 346 23840
